day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,NUM_CRIMES
6,2018,12,29,2018-12-29,28.8,26.1,1023.3,7.4,6.3,15.0,20.0,30.2,26.1,0.04,999.9,696
7,2018,12,30,2018-12-30,25.5,19.1,1019.6,8.8,10.0,15.0,22.9,36.0,19.0,0.03,999.9,671
1,2018,12,31,2018-12-31,34.3,31.6,1012.5,6.8,7.2,15.9,26.0,39.0,19.9,0.01,999.9,648
2,2019,01,01,2019-01-01,30.7,28.2,1019.8,8.1,8.9,18.1,26.0,39.0,26.1,0.86,999.9,1073
3,2019,01,02,2019-01-02,27.6,24.5,1022.2,7.6,5.6,15.0,22.0,34.0,26.1,0.01,999.9,655
4,2019,01,03,2019-01-03,29.2,22.9,1016.8,10.0,9.9,15.0,24.1,37.9,24.1,0.01,999.9,752
5,2019,01,04,2019-01-04,37.0,28.1,1010.1,10.0,9.1,15.0,21.0,48.0,24.3,0.0,999.9,769
6,2019,01,05,2019-01-05,38.9,32.0,1008.9,10.0,6.3,14.0,20.0,52.0,31.1,0.0,999.9,792
7,2019,01,06,2019-01-06,37.9,31.7,1020.8,10.0,8.4,13.0,999.9,52.0,30.0,0.0,999.9,664
1,2019,01,07,2019-01-07,43.6,38.7,1013.7,8.2,14.2,19.0,31.1,53.6,37.0,0.0,999.9,676
2,2019,01,08,2019-01-08,41.4,35.4,1008.4,8.2,10.9,25.1,41.0,53.1,36.0,0.44,999.9,701
3,2019,01,09,2019-01-09,23.2,11.6,1021.3,10.0,14.2,22.0,35.9,45.0,19.0,0.0,999.9,631
4,2019,01,10,2019-01-10,17.9,8.7,1029.8,10.0,6.1,11.1,999.9,25.0,14.0,0.0,999.9,686
5,2019,01,11,2019-01-11,23.4,17.4,1028.9,9.5,2.9,8.0,999.9,30.0,14.0,0.0,999.9,784
6,2019,01,12,2019-01-12,30.2,23.8,1027.0,6.8,7.3,14.0,21.0,32.0,17.1,0.0,2.0,673
7,2019,01,13,2019-01-13,29.7,24.0,1028.4,7.1,13.2,17.1,26.0,32.0,26.1,0.13,2.0,573
1,2019,01,14,2019-01-14,25.4,20.4,1028.5,9.2,6.6,11.1,17.1,30.9,23.0,0.01,1.2,635
2,2019,01,15,2019-01-15,25.5,21.8,1023.0,8.4,9.2,15.9,27.0,28.0,23.0,0.0,1.2,696
3,2019,01,16,2019-01-16,31.2,24.9,1021.7,9.0,8.9,14.0,22.0,34.0,24.1,0.0,1.2,700
4,2019,01,17,2019-01-17,30.3,24.0,1021.1,7.9,5.3,9.9,999.9,35.1,28.0,0.0,1.2,653
5,2019,01,18,2019-01-18,29.7,23.5,1020.4,9.0,7.5,14.0,18.1,35.1,27.0,0.0,999.9,668
6,2019,01,19,2019-01-19,26.4,23.3,1018.8,3.8,16.3,24.1,34.0,30.9,21.0,0.26,5.1,521
7,2019,01,20,2019-01-20,11.9,2.8,1023.6,9.0,13.5,22.0,28.9,28.0,6.1,0.02,5.1,493
1,2019,01,21,2019-01-21,9.4,0.2,1033.3,9.7,7.1,14.0,999.9,17.1,3.0,0.0,5.1,556
2,2019,01,22,2019-01-22,18.7,8.7,1025.3,7.7,10.2,14.0,25.1,32.0,3.0,0.0,3.9,626
3,2019,01,23,2019-01-23,29.5,27.9,1009.8,3.5,7.3,14.0,21.0,34.0,12.9,0.32,5.1,662
4,2019,01,24,2019-01-24,16.6,12.3,1011.3,6.8,7.4,17.1,29.9,34.0,9.0,0.08,5.1,607
5,2019,01,25,2019-01-25,1.3,-5.5,1022.3,8.6,11.0,17.1,28.0,21.9,-6.0,0.0,5.1,586
6,2019,01,26,2019-01-26,2.1,-4.7,1022.8,8.8,4.8,9.9,999.9,12.0,-7.1,0.03,5.9,532
7,2019,01,27,2019-01-27,3.8,-2.4,1019.5,8.6,5.6,9.9,999.9,12.0,-7.1,0.06,5.9,524
1,2019,01,28,2019-01-28,18.4,12.9,1007.8,4.4,8.9,15.9,22.9,34.0,-2.9,0.36,9.8,521
2,2019,01,29,2019-01-29,5.8,-0.8,1012.3,8.6,12.5,21.0,33.0,18.0,-2.0,0.17,9.1,494
3,2019,01,30,2019-01-30,-14.6,-23.8,1022.2,9.8,14.4,18.1,28.0,10.0,-23.1,0.0,7.9,341
4,2019,01,31,2019-01-31,-15.0,-23.0,1030.7,9.9,7.5,13.0,20.0,-4.0,-22.0,0.0,7.9,459
5,2019,02,01,2019-02-01,6.9,1.6,1027.5,6.3,3.2,7.0,999.9,21.0,-4.0,0.07,9.1,773
6,2019,02,02,2019-02-02,25.6,21.0,1020.8,6.8,9.0,13.0,22.9,42.1,1.9,0.02,7.1,722
7,2019,02,03,2019-02-03,42.3,40.1,1011.3,6.3,9.7,13.0,21.0,46.4,37.0,0.0,1.2,596
1,2019,02,04,2019-02-04,47.3,44.2,1007.0,7.6,9.2,14.0,24.1,51.1,37.9,0.0,3.9,736
2,2019,02,05,2019-02-05,29.5,24.3,1017.7,10.0,8.8,14.0,22.9,51.1,24.1,0.05,999.9,653
3,2019,02,06,2019-02-06,32.8,31.4,1013.9,3.7,6.8,14.0,20.0,36.0,25.0,0.31,999.9,636
4,2019,02,07,2019-02-07,35.6,34.0,1010.5,4.4,8.0,22.0,36.9,44.1,28.9,0.57,999.9,670
5,2019,02,08,2019-02-08,11.4,2.5,1026.2,8.9,18.5,25.1,41.0,28.9,3.9,0.15,999.9,642
6,2019,02,09,2019-02-09,11.8,2.2,1044.1,10.0,5.7,14.0,18.1,24.1,3.9,0.0,999.9,756
7,2019,02,10,2019-02-10,23.4,15.9,1034.4,8.6,6.8,9.9,999.9,28.0,19.9,0.0,1.2,638
1,2019,02,11,2019-02-11,28.0,25.3,1021.5,5.8,8.0,14.0,21.0,30.9,21.9,0.04,1.2,626
2,2019,02,12,2019-02-12,32.0,29.3,1009.6,3.8,11.6,19.0,33.0,34.0,26.6,0.51,1.2,665
3,2019,02,13,2019-02-13,18.5,14.6,1012.9,6.6,14.7,20.0,34.0,34.0,10.0,0.04,1.2,643
4,2019,02,14,2019-02-14,36.1,27.2,1006.3,10.0,7.4,11.1,19.0,50.0,12.0,0.01,1.2,742
5,2019,02,15,2019-02-15,22.8,15.3,1009.0,9.5,12.1,17.1,29.9,50.0,8.1,0.0,1.2,741
6,2019,02,16,2019-02-16,18.6,11.4,1019.3,10.0,6.4,12.0,999.9,32.0,9.0,0.0,999.9,677
7,2019,02,17,2019-02-17,25.3,20.4,1014.9,6.9,10.3,14.0,22.9,28.9,12.9,0.0,2.0,618
1,2019,02,18,2019-02-18,25.1,20.6,1023.8,4.9,7.9,12.0,999.9,30.9,19.9,0.25,3.1,590
2,2019,02,19,2019-02-19,21.8,12.9,1035.6,10.0,3.0,7.0,999.9,35.1,12.0,0.01,2.0,612
3,2019,02,20,2019-02-20,31.1,25.9,1020.1,6.5,10.1,15.9,22.9,37.9,28.0,0.01,1.2,635
4,2019,02,21,2019-02-21,30.9,21.3,1017.9,9.8,12.1,15.9,28.9,37.9,25.0,0.08,1.2,696
5,2019,02,22,2019-02-22,28.6,19.0,1029.0,9.2,5.4,9.9,999.9,41.0,19.0,0.0,1.2,712
6,2019,02,23,2019-02-23,35.6,29.0,1019.1,5.4,8.9,14.0,999.9,41.0,19.2,0.0,999.9,647
7,2019,02,24,2019-02-24,37.4,30.7,1000.9,7.5,17.4,28.9,47.0,53.1,21.0,0.77,999.9,547
1,2019,02,25,2019-02-25,12.3,0.5,1026.3,10.0,13.3,27.0,42.9,21.0,6.1,0.02,999.9,597
2,2019,02,26,2019-02-26,16.9,8.0,1032.7,9.0,9.3,13.0,19.0,23.0,6.1,0.0,999.9,609
3,2019,02,27,2019-02-27,24.6,17.4,1023.8,9.1,8.7,15.0,21.0,30.0,12.9,0.0,999.9,649
4,2019,02,28,2019-02-28,18.0,8.1,1024.7,10.0,5.7,14.0,20.0,27.0,10.9,0.01,999.9,595
5,2019,03,01,2019-03-01,26.7,16.0,1022.4,10.0,4.8,8.9,999.9,34.0,10.9,0.0,999.9,755
6,2019,03,02,2019-03-02,29.1,21.4,1022.5,8.7,6.9,12.0,17.1,34.0,23.0,0.0,999.9,664
7,2019,03,03,2019-03-03,22.2,10.7,1024.1,10.0,9.7,15.0,18.1,33.1,16.0,0.0,999.9,551
1,2019,03,04,2019-03-04,5.2,-6.4,1023.8,9.7,12.4,19.0,27.0,25.0,-2.9,0.0,999.9,544
2,2019,03,05,2019-03-05,11.9,0.4,1020.6,9.0,13.5,17.1,27.0,21.0,-2.9,0.0,999.9,542
3,2019,03,06,2019-03-06,16.3,3.7,1026.0,10.0,10.7,17.1,26.0,30.0,8.1,0.0,999.9,629
4,2019,03,07,2019-03-07,22.7,10.7,1027.0,10.0,7.3,14.0,22.9,30.0,9.0,0.0,999.9,610
5,2019,03,08,2019-03-08,28.0,20.3,1023.3,8.5,4.1,7.0,999.9,39.0,14.0,0.0,999.9,718
6,2019,03,09,2019-03-09,33.5,27.4,1015.4,7.3,10.5,21.0,32.1,41.0,21.0,0.0,999.9,617
7,2019,03,10,2019-03-10,36.6,32.2,1008.5,8.4,16.5,24.1,40.0,43.0,26.2,0.56,999.9,612
1,2019,03,11,2019-03-11,32.0,19.2,1026.1,10.0,10.0,18.1,27.0,41.0,27.0,0.0,999.9,700
2,2019,03,12,2019-03-12,35.2,23.5,1027.4,9.8,6.4,13.0,22.0,48.9,24.1,0.0,999.9,627
3,2019,03,13,2019-03-13,44.9,36.8,1013.4,9.2,10.5,17.1,26.0,57.9,24.3,0.32,999.9,688
4,2019,03,14,2019-03-14,55.3,48.4,999.7,9.3,15.3,29.9,48.0,62.1,39.9,0.26,999.9,676
5,2019,03,15,2019-03-15,38.0,33.0,1006.7,9.0,14.3,22.9,38.1,44.1,35.1,0.36,999.9,734
6,2019,03,16,2019-03-16,34.4,21.4,1024.4,10.0,10.1,15.9,24.1,41.0,28.0,0.0,999.9,766
7,2019,03,17,2019-03-17,34.8,21.9,1024.7,10.0,5.8,12.0,19.0,43.0,28.0,0.0,999.9,612
1,2019,03,18,2019-03-18,35.4,23.7,1027.4,9.6,6.9,12.0,999.9,43.0,27.0,0.0,999.9,651
2,2019,03,19,2019-03-19,38.7,24.0,1028.6,10.0,7.1,12.0,15.9,48.9,27.1,0.0,999.9,644
3,2019,03,20,2019-03-20,41.7,33.2,1020.4,7.9,7.1,12.0,19.0,48.9,30.2,0.01,999.9,693
4,2019,03,21,2019-03-21,39.8,34.8,1014.6,8.0,9.0,14.0,19.0,44.1,35.6,0.13,999.9,689
5,2019,03,22,2019-03-22,40.2,29.8,1017.0,10.0,10.4,18.1,21.0,46.0,34.0,0.0,999.9,709
6,2019,03,23,2019-03-23,36.5,24.9,1025.6,9.8,3.9,8.9,999.9,53.1,25.0,0.0,999.9,690
7,2019,03,24,2019-03-24,45.5,31.8,1020.7,9.6,4.2,15.9,999.9,53.1,25.2,0.0,999.9,648
1,2019,03,25,2019-03-25,36.0,25.6,1023.9,9.9,17.5,21.0,28.9,50.0,33.1,0.05,999.9,639
2,2019,03,26,2019-03-26,34.9,13.9,1030.4,10.0,5.8,13.0,999.9,48.0,23.0,0.0,999.9,672
3,2019,03,27,2019-03-27,41.8,17.3,1026.5,10.0,7.7,15.0,24.1,59.0,23.0,0.0,999.9,698
4,2019,03,28,2019-03-28,53.2,38.7,1016.8,10.0,12.1,15.9,28.0,64.9,46.9,0.01,999.9,683
5,2019,03,29,2019-03-29,46.7,32.0,1017.9,10.0,7.2,9.9,999.9,64.9,37.9,0.0,999.9,675
6,2019,03,30,2019-03-30,39.7,32.1,1012.8,9.3,10.9,20.0,25.1,57.0,34.0,0.39,999.9,663
7,2019,03,31,2019-03-31,30.7,14.6,1024.0,9.7,11.1,17.1,26.0,45.0,23.0,0.07,999.9,636
1,2019,04,01,2019-04-01,35.0,20.2,1025.7,10.0,9.3,20.0,29.9,48.9,23.0,0.0,999.9,793
2,2019,04,02,2019-04-02,44.7,30.6,1016.7,9.9,13.2,17.1,28.0,55.0,26.2,0.0,999.9,657
3,2019,04,03,2019-04-03,45.5,28.4,1021.2,10.0,9.2,15.0,24.1,57.9,37.0,0.0,999.9,680
4,2019,04,04,2019-04-04,46.0,38.1,1026.6,8.5,7.8,15.0,22.9,57.9,37.0,0.1,999.9,663
5,2019,04,05,2019-04-05,43.5,39.2,1019.9,7.2,5.2,11.1,19.0,57.0,39.0,0.15,999.9,703
6,2019,04,06,2019-04-06,51.7,44.3,1019.3,6.0,3.8,11.1,999.9,66.0,39.0,0.0,999.9,743
7,2019,04,07,2019-04-07,56.3,49.4,1013.9,9.3,6.3,17.1,34.0,66.9,39.0,0.0,999.9,703
1,2019,04,08,2019-04-08,61.2,46.7,1009.9,10.0,6.9,13.0,28.0,73.0,51.1,0.39,999.9,744
2,2019,04,09,2019-04-09,59.8,36.2,1009.7,10.0,8.9,13.0,24.1,73.0,48.0,0.0,999.9,693
3,2019,04,10,2019-04-10,40.5,30.7,1014.9,9.7,14.5,26.0,35.0,66.0,34.0,0.0,999.9,659
4,2019,04,11,2019-04-11,42.2,34.2,1008.6,10.0,17.0,20.0,32.1,55.9,34.0,0.13,999.9,747
5,2019,04,12,2019-04-12,47.9,35.4,1004.5,8.7,13.2,22.9,36.9,55.9,37.0,0.35,999.9,780
6,2019,04,13,2019-04-13,42.4,24.9,1016.8,10.0,11.0,15.9,25.1,52.0,35.1,0.07,999.9,754
7,2019,04,14,2019-04-14,36.8,29.9,1013.7,5.8,14.8,25.1,34.0,52.0,32.0,0.03,3.1,536
1,2019,04,15,2019-04-15,37.8,28.5,1014.7,8.5,7.7,12.0,22.0,52.0,30.9,0.32,2.0,724
2,2019,04,16,2019-04-16,56.0,41.8,1013.5,10.0,8.8,18.1,22.0,72.0,48.0,0.0,3.1,708
3,2019,04,17,2019-04-17,55.0,46.1,1011.5,8.5,9.0,19.0,27.0,77.0,44.1,0.0,999.9,693
4,2019,04,18,2019-04-18,58.5,50.3,1002.3,9.2,11.2,15.9,28.9,77.0,44.1,0.03,999.9,628
5,2019,04,19,2019-04-19,44.9,34.2,1009.3,10.0,20.6,28.9,40.0,64.9,41.0,0.28,999.9,650
6,2019,04,20,2019-04-20,49.5,20.7,1010.3,10.0,16.3,22.9,32.1,64.0,36.0,0.0,999.9,730
7,2019,04,21,2019-04-21,58.3,25.3,1013.4,10.0,5.9,13.0,21.0,77.0,36.0,0.0,999.9,645
1,2019,04,22,2019-04-22,68.1,42.0,1015.5,10.0,10.7,18.1,26.0,80.1,44.1,0.0,999.9,736
2,2019,04,23,2019-04-23,59.1,48.8,1013.7,9.7,10.1,17.1,25.1,80.1,48.9,0.02,999.9,743
3,2019,04,24,2019-04-24,52.7,38.4,1016.0,10.0,4.9,8.9,999.9,64.9,42.1,0.0,999.9,702
4,2019,04,25,2019-04-25,56.7,37.4,1008.9,10.0,4.1,8.9,999.9,66.9,42.1,0.0,999.9,767
5,2019,04,26,2019-04-26,55.6,38.0,1007.6,9.6,13.5,22.0,33.0,66.9,46.0,0.21,999.9,762
6,2019,04,27,2019-04-27,42.4,29.9,1013.0,7.2,8.3,21.0,999.9,63.0,32.0,0.02,2.0,629
7,2019,04,28,2019-04-28,39.1,27.2,1020.0,8.4,11.1,21.0,28.0,52.0,30.9,0.79,2.0,606
1,2019,04,29,2019-04-29,45.1,38.0,1018.7,6.9,8.3,18.1,28.0,52.0,31.1,0.54,999.9,717
2,2019,04,30,2019-04-30,44.4,42.6,1021.8,5.5,7.9,18.1,24.1,51.1,37.9,1.04,999.9,729
3,2019,05,01,2019-05-01,50.0,47.3,1014.7,6.9,8.9,14.0,22.0,57.9,39.0,2.06,999.9,813
4,2019,05,02,2019-05-02,44.3,42.4,1018.9,5.4,8.0,13.0,999.9,57.9,41.0,0.04,999.9,698
5,2019,05,03,2019-05-03,47.5,40.2,1018.9,9.5,10.2,15.9,21.0,55.0,39.9,0.61,999.9,791
6,2019,05,04,2019-05-04,49.5,38.1,1016.5,10.0,5.9,11.1,999.9,63.0,37.9,0.01,999.9,699
7,2019,05,05,2019-05-05,58.3,40.8,1012.0,10.0,5.0,11.1,17.1,73.0,37.9,0.0,999.9,779
1,2019,05,06,2019-05-06,59.3,47.7,1013.8,10.0,7.2,17.1,999.9,73.0,46.0,0.0,999.9,792
2,2019,05,07,2019-05-07,46.4,40.0,1022.1,9.4,12.0,17.1,25.1,50.0,44.1,0.47,999.9,700
3,2019,05,08,2019-05-08,50.1,38.7,1019.5,10.0,11.5,15.0,21.0,66.0,43.0,0.06,999.9,759
4,2019,05,09,2019-05-09,61.3,55.5,1007.2,7.4,9.8,19.0,28.0,68.0,46.0,1.05,999.9,737
5,2019,05,10,2019-05-10,49.6,38.2,1017.6,10.0,8.8,13.0,19.0,66.9,44.1,0.79,999.9,798
6,2019,05,11,2019-05-11,47.6,36.5,1020.2,9.9,6.4,9.9,999.9,57.9,44.1,0.0,999.9,696
7,2019,05,12,2019-05-12,46.2,37.5,1012.6,10.0,10.1,14.0,19.0,53.1,42.1,0.12,999.9,631
1,2019,05,13,2019-05-13,49.7,37.7,1012.1,9.9,7.5,12.0,999.9,61.0,42.1,0.05,999.9,790
2,2019,05,14,2019-05-14,54.3,37.1,1016.2,10.0,3.7,11.1,999.9,71.1,41.0,0.0,999.9,720
3,2019,05,15,2019-05-15,62.3,42.5,1014.3,10.0,4.6,11.1,999.9,75.0,41.0,0.0,999.9,764
4,2019,05,16,2019-05-16,66.3,54.8,1009.7,9.7,8.1,15.0,26.0,77.0,50.0,0.0,999.9,740
5,2019,05,17,2019-05-17,57.9,50.0,1009.6,9.9,9.0,22.0,31.1,77.0,46.0,0.45,999.9,775
6,2019,05,18,2019-05-18,55.7,47.4,1010.8,9.5,8.0,14.0,21.0,80.1,44.1,0.05,999.9,757
7,2019,05,19,2019-05-19,62.7,56.2,1003.6,8.3,10.7,22.0,36.9,80.1,44.1,0.48,999.9,774
1,2019,05,20,2019-05-20,53.3,43.1,1013.8,10.0,10.9,15.9,28.0,73.9,46.0,0.07,999.9,810
2,2019,05,21,2019-05-21,48.5,39.3,1019.6,9.5,10.5,20.0,31.1,57.0,45.0,0.01,999.9,728
3,2019,05,22,2019-05-22,61.4,50.1,1011.1,9.2,12.9,21.0,32.1,82.0,50.0,0.85,999.9,772
4,2019,05,23,2019-05-23,70.1,55.4,1013.7,9.6,12.1,20.0,28.0,82.0,48.9,0.14,999.9,772
5,2019,05,24,2019-05-24,62.3,51.8,1017.5,9.5,6.5,13.0,19.0,73.9,54.0,0.23,999.9,847
6,2019,05,25,2019-05-25,73.6,62.7,1012.0,10.0,9.4,15.9,28.9,81.0,54.0,0.03,999.9,875
7,2019,05,26,2019-05-26,70.0,57.6,1015.3,10.0,5.5,12.0,999.9,81.0,63.0,0.0,999.9,827
1,2019,05,27,2019-05-27,61.2,51.4,1015.3,8.9,6.1,21.0,31.1,73.9,53.1,0.0,999.9,746
2,2019,05,28,2019-05-28,64.5,60.1,1005.8,9.6,7.8,29.9,39.0,73.0,53.1,1.92,999.9,747
3,2019,05,29,2019-05-29,59.5,54.6,1007.6,8.2,7.0,18.1,26.0,75.0,52.0,0.7,999.9,738
4,2019,05,30,2019-05-30,66.0,57.0,1007.2,9.6,6.2,14.0,20.0,78.1,52.0,0.22,999.9,746
5,2019,05,31,2019-05-31,70.5,57.9,1009.9,10.0,6.5,15.0,21.0,81.0,60.1,0.0,999.9,831
6,2019,06,01,2019-06-01,71.0,60.3,1008.0,10.0,8.8,21.0,34.0,81.0,61.0,0.0,999.9,922
7,2019,06,02,2019-06-02,60.1,46.6,1011.9,9.9,7.3,13.0,18.1,80.1,52.0,0.0,999.9,734
1,2019,06,03,2019-06-03,57.8,38.2,1018.4,10.0,7.6,11.1,999.9,70.0,48.9,0.0,999.9,706
2,2019,06,04,2019-06-04,64.2,49.1,1015.0,9.6,8.4,17.1,22.9,82.0,48.9,0.0,999.9,772
3,2019,06,05,2019-06-05,74.4,63.8,1006.4,9.9,7.7,18.1,29.9,82.9,55.9,0.58,999.9,790
4,2019,06,06,2019-06-06,65.5,58.6,1011.2,7.9,6.4,13.0,999.9,82.9,57.0,0.29,999.9,741
5,2019,06,07,2019-06-07,66.2,57.0,1013.9,9.2,7.2,13.0,18.1,78.1,55.0,0.0,999.9,823
6,2019,06,08,2019-06-08,67.0,52.3,1015.1,10.0,8.6,13.0,22.0,78.1,55.0,0.0,999.9,888
7,2019,06,09,2019-06-09,68.8,57.7,1013.9,9.6,6.5,8.9,999.9,75.9,57.0,0.0,999.9,805
1,2019,06,10,2019-06-10,66.7,52.8,1016.8,9.1,11.4,19.0,28.9,75.0,60.1,0.0,999.9,798
2,2019,06,11,2019-06-11,68.8,43.8,1020.3,10.0,6.5,12.0,17.1,82.0,57.0,0.0,999.9,776
3,2019,06,12,2019-06-12,67.4,48.1,1013.2,9.7,8.3,18.1,27.0,82.0,57.0,0.0,999.9,715
4,2019,06,13,2019-06-13,57.9,47.6,1011.1,9.7,12.6,19.0,28.0,71.1,51.1,0.8,999.9,701
5,2019,06,14,2019-06-14,64.8,43.6,1014.9,10.0,10.9,21.0,35.0,80.1,51.1,0.05,999.9,806
6,2019,06,15,2019-06-15,66.5,56.9,1009.0,9.5,10.0,21.0,35.9,80.1,52.0,0.05,999.9,831
7,2019,06,16,2019-06-16,57.0,55.0,1009.4,4.7,7.1,13.0,999.9,70.0,54.0,0.09,999.9,721
1,2019,06,17,2019-06-17,59.0,52.6,1014.7,9.8,7.8,13.0,999.9,66.9,54.0,0.07,999.9,752
2,2019,06,18,2019-06-18,63.9,55.9,1014.0,7.3,3.7,7.0,999.9,78.1,54.0,0.0,999.9,716
3,2019,06,19,2019-06-19,66.6,56.3,1008.6,9.5,5.8,13.0,999.9,78.1,54.0,0.0,999.9,808
4,2019,06,20,2019-06-20,60.0,56.4,1005.4,8.2,11.0,15.9,999.9,69.1,55.4,0.42,999.9,733
5,2019,06,21,2019-06-21,62.8,48.8,1014.4,10.0,5.4,12.0,999.9,72.0,52.0,0.04,999.9,779
6,2019,06,22,2019-06-22,66.5,52.9,1015.8,10.0,8.8,18.1,26.0,79.0,52.0,0.0,999.9,825
7,2019,06,23,2019-06-23,73.1,62.8,1012.8,9.7,9.2,14.0,25.1,81.0,57.9,0.03,999.9,809
1,2019,06,24,2019-06-24,71.3,67.1,1003.6,9.3,7.6,17.1,33.0,81.0,63.0,0.35,999.9,810
2,2019,06,25,2019-06-25,72.0,59.1,1008.5,10.0,10.4,22.0,42.0,84.9,62.1,0.17,999.9,784
3,2019,06,26,2019-06-26,78.2,60.6,1014.8,10.0,5.4,11.1,999.9,89.1,62.1,0.14,999.9,798
4,2019,06,27,2019-06-27,77.2,65.5,1019.3,9.9,5.5,19.0,31.1,89.1,68.0,0.15,999.9,750
5,2019,06,28,2019-06-28,75.7,66.0,1019.2,10.0,8.0,22.9,29.9,90.0,68.0,0.02,999.9,847
6,2019,06,29,2019-06-29,78.4,66.9,1018.1,10.0,4.3,9.9,999.9,90.0,69.1,0.01,999.9,864
7,2019,06,30,2019-06-30,77.7,65.1,1016.6,10.0,4.7,39.0,52.1,91.0,69.1,0.0,999.9,804
1,2019,07,01,2019-07-01,77.1,67.5,1015.0,10.0,6.1,12.0,21.0,91.0,69.1,0.2,999.9,909
2,2019,07,02,2019-07-02,83.9,70.0,1011.7,10.0,7.4,20.0,25.1,91.9,69.1,0.0,999.9,769
3,2019,07,03,2019-07-03,77.6,68.7,1011.6,9.7,6.3,15.0,21.0,91.9,69.1,0.42,999.9,807
4,2019,07,04,2019-07-04,78.1,67.7,1013.1,9.8,7.1,13.0,18.1,91.0,69.1,0.41,999.9,799
5,2019,07,05,2019-07-05,81.4,69.1,1014.4,9.7,6.6,11.1,34.0,91.0,70.0,0.0,999.9,891
6,2019,07,06,2019-07-06,77.7,68.5,1015.0,9.8,8.0,20.0,27.0,91.0,72.0,0.47,999.9,815
7,2019,07,07,2019-07-07,70.2,58.1,1016.7,10.0,13.0,19.0,20.0,82.9,64.9,0.0,999.9,775
1,2019,07,08,2019-07-08,70.8,53.2,1017.3,10.0,7.0,14.0,999.9,82.9,60.1,0.0,999.9,833
2,2019,07,09,2019-07-09,74.2,57.5,1016.0,10.0,5.4,11.1,20.0,88.0,60.1,0.0,999.9,743
3,2019,07,10,2019-07-10,83.4,66.1,1012.2,10.0,8.9,15.0,22.0,93.9,61.0,0.01,999.9,837
4,2019,07,11,2019-07-11,77.5,61.6,1012.0,10.0,7.4,12.0,19.0,93.9,70.0,0.0,999.9,765
5,2019,07,12,2019-07-12,71.8,55.7,1014.5,10.0,5.2,9.9,15.0,87.1,59.0,0.0,999.9,788
6,2019,07,13,2019-07-13,81.9,63.2,1013.9,10.0,8.0,13.0,20.0,93.9,59.0,0.0,999.9,893
7,2019,07,14,2019-07-14,79.4,62.5,1018.1,10.0,7.0,13.0,999.9,93.9,70.0,0.0,999.9,790
1,2019,07,15,2019-07-15,81.0,65.1,1016.8,10.0,8.7,17.1,28.9,91.9,70.0,0.0,999.9,822
2,2019,07,16,2019-07-16,77.2,67.3,1013.2,9.7,6.9,13.0,22.0,91.9,71.1,0.0,999.9,755
3,2019,07,17,2019-07-17,80.5,70.7,1011.6,9.7,4.3,12.0,35.9,91.9,71.1,0.05,999.9,803
4,2019,07,18,2019-07-18,77.4,71.2,1010.0,8.6,7.7,20.0,29.9,91.9,71.1,0.47,999.9,760
5,2019,07,19,2019-07-19,85.5,75.7,1008.5,10.0,9.6,13.0,20.0,93.0,73.9,1.36,999.9,802
6,2019,07,20,2019-07-20,85.0,73.7,1009.9,10.0,11.2,25.1,32.1,95.0,73.0,0.02,999.9,827
7,2019,07,21,2019-07-21,73.6,66.4,1012.5,9.5,10.0,18.1,22.9,78.1,68.0,0.79,999.9,774
1,2019,07,22,2019-07-22,70.3,54.2,1016.3,10.0,12.6,18.1,28.0,79.0,64.9,0.03,999.9,790
2,2019,07,23,2019-07-23,69.9,54.3,1018.6,10.0,6.5,12.0,19.0,80.1,62.1,0.0,999.9,787
3,2019,07,24,2019-07-24,71.2,53.3,1020.3,10.0,4.6,8.9,15.9,81.0,62.1,0.0,999.9,745
4,2019,07,25,2019-07-25,73.3,51.3,1021.2,10.0,4.0,8.0,999.9,84.9,62.1,0.0,999.9,800
5,2019,07,26,2019-07-26,75.6,59.0,1021.3,10.0,7.3,13.0,19.0,84.9,63.0,0.0,999.9,816
6,2019,07,27,2019-07-27,79.7,62.4,1018.7,10.0,11.7,18.1,28.0,89.1,66.9,0.0,999.9,826
7,2019,07,28,2019-07-28,81.1,64.7,1016.6,10.0,10.0,15.0,24.1,89.1,71.1,0.0,999.9,832
1,2019,07,29,2019-07-29,77.3,67.1,1011.7,9.2,8.9,21.0,32.1,89.1,70.0,0.09,999.9,815
2,2019,07,30,2019-07-30,73.2,61.2,1014.3,10.0,6.1,11.1,15.0,82.0,66.9,0.23,999.9,777
3,2019,07,31,2019-07-31,68.6,55.6,1020.3,10.0,7.9,13.0,19.0,78.1,59.0,0.0,999.9,713
4,2019,08,01,2019-08-01,68.5,54.9,1021.6,10.0,6.2,9.9,999.9,80.1,57.0,0.0,999.9,918
5,2019,08,02,2019-08-02,72.0,57.1,1020.7,10.0,5.4,9.9,999.9,82.9,57.0,0.0,999.9,882
6,2019,08,03,2019-08-03,75.4,55.9,1018.4,10.0,3.0,7.0,999.9,89.1,61.0,0.0,999.9,869
7,2019,08,04,2019-08-04,78.7,61.5,1016.6,10.0,4.6,8.9,999.9,89.1,63.0,0.0,999.9,842
1,2019,08,05,2019-08-05,78.8,63.3,1014.4,10.0,5.4,14.0,22.0,90.0,70.0,0.0,999.9,809
